0.7187932224	mall
0.7160306373	korea
0.7141280161	beijing
0.7088913170	america
0.6984642260	cctv
0.6924044977	american
0.6847378958	google
0.6817232958	digital
0.6812067645	vietnam
0.6767075390	skin
0.6749480768	drink
0.6656704996	exhaust
0.6613839131	center
0.6610843940	chinese
0.6605081260	museum
0.6579898938	basketball
0.6542908897	government
0.6517900762	record
0.6517900762	post
0.6517900762	elementary
0.6515903846	tv
0.6513770639	engineering
0.6496595430	focusing
0.6496595430	secondary
0.6477654898	discrimination
0.6473996924	diet
0.6461748221	juries
0.6452032043	internet
0.6433351399	cooking
0.6401460852	films
0.6401460852	respiratory
0.6401460852	gases
0.6401460852	discovery
0.6401460852	region
0.6401460852	customer
0.6401460852	levels
0.6399303680	jury
0.6395638794	television
0.6382914822	earth
0.6378210754	tourist
0.6375207742	voice
0.6360926169	gas
0.6360926169	brain
0.6355683117	high
0.6342430259	rush
0.6341846430	rising
0.6341846430	bank
0.6338637181	prevention
0.6338579311	dream
0.6333299554	light
0.6333299554	multiple
0.6333299554	reality
0.6333299554	network
0.6331422719	solving
0.6331422719	disease
0.6331422719	employment
0.6331422719	ban
0.6331422719	material
0.6331422719	taste
0.6330143242	communication
0.6330103527	instant
0.6330103527	civil
0.6327008224	climate
0.6327008224	web
0.6327008224	smart
0.6322917132	dormitory
0.6309189632	games
0.6306273420	university
0.6300611334	gun
0.6295352172	place
0.6277663048	cup
0.6276959742	remote
0.6276959742	player
0.6276959742	websites
0.6276959742	extreme
0.6271818729	attending
0.6254580979	importantly
0.6252889040	public
0.6252828501	influences
0.6248166158	emissions
0.6245217720	testing
0.6244982856	visual
0.6244982856	weapons
0.6243864347	talking
0.6242195674	unemployment
0.6241698192	heart
0.6238267587	messages
0.6236304248	leisure
0.6234220832	primary
0.6221354539	teacher
0.6219300691	challenges
0.6216823350	latest
0.6215250060	art
0.6214416308	boys
0.6209735872	unemployed
0.6206928328	cancer
0.6206928328	line
0.6206928328	overcome
0.6204393445	basic
0.6196030592	sedentary
0.6196030592	ozone
0.6187159309	educational
0.6179825660	machine
0.6172913628	senior
0.6172913628	program
0.6172913628	chemical
0.6169745303	animal
0.6167020012	group
0.6166643104	everyday
0.6162450310	solar
0.6159277585	influence
0.6150822893	benefits
0.6147872480	person
0.6144842077	transportation
0.6143335691	studying
0.6136409619	classes
0.6130733714	addicted
0.6130352004	state
0.6122748217	newspapers
0.6122562471	cars
0.6121419444	historic
0.6120003550	contrary
0.6111924797	company
0.6107937498	human
0.6103476398	living
0.6103454760	developing
0.6093998889	movies
0.6089250916	performances
0.6087269054	college
0.6087064939	things
0.6083123110	globalization
0.6081544578	fuel
0.6079775185	classroom
0.6074255024	school
0.6070985771	modern
0.6065556368	environmentally
0.6062219310	society
0.6061965073	tool
0.6060298209	recent
0.6043448804	environmental
0.6043307729	compared
0.6039953240	cultural
0.6036766895	tourism
0.6031905275	tax
0.6029778693	student
0.6029090325	technology
0.6028889460	crime
0.6023280708	finally
0.6022969396	daily
0.6021872182	countries
0.6016253866	civilization
0.6016253866	males
0.6015061614	football
0.6014268358	science
0.6013247072	paying
0.6010823285	organization
0.6010303002	free
0.6007290105	sustainable
0.6007290105	left
0.6007290105	diversity
0.6006643375	pressure
0.6002977515	artists
0.6000919471	family
0.6000899899	taxes
0.6000681087	long
0.6000476679	distinguish
0.5991207202	power
0.5990454983	education
0.5990222241	carry
0.5990222241	humanity
0.5990222241	sit
0.5987350524	international
0.5986590911	danger
0.5983684392	exam
0.5983167410	female
0.5981026994	safety
0.5980455412	point
0.5973841295	farmland
0.5973838576	promotion
0.5971076309	understanding
0.5970371161	step
0.5968378212	behave
0.5968034726	urban
0.5968034726	dependent
0.5968034726	contact
0.5968034726	meal
0.5968034726	shortage
0.5957486352	mistake
0.5956753172	factor
0.5953758837	environment
0.5951231399	stadium
0.5951231399	truth
0.5950186562	future
0.5944857406	excellent
0.5943791690	physical
0.5941538113	general
0.5936961903	traffic
0.5936865440	skills
0.5936707824	sea
0.5935985610	fund
0.5934994666	heavy
0.5933609343	development
0.5932375719	fashion
0.5930584674	learning
0.5925079034	space
0.5922344830	english
0.5920360565	mother
0.5917818118	advertisement
0.5912997648	relating
0.5910143206	slower
0.5910143206	streets
0.5901408739	language
0.5901190985	higher
0.5900031961	service
0.5893462849	sport
0.5889660355	eager
0.5889504112	spending
0.5888197390	electronic
0.5888197390	trade
0.5888197390	hour
0.5888116698	competitive
0.5886142587	country
0.5885461901	fresh
0.5882077245	management
0.5881974809	younger
0.5879521514	industry
0.5878533671	techniques
0.5878533671	messaging
0.5878533671	emission
0.5874940986	area
0.5874881590	capital
0.5873134407	campus
0.5870244908	minds
0.5869025692	save
0.5865629058	violence
0.5864654825	health
0.5864240782	social
0.5864214596	win
0.5861435970	common
0.5855730297	war
0.5855680975	richer
0.5850310303	apply
0.5846675333	music
0.5846248850	research
0.5844648285	worker
0.5843416945	simple
0.5843416945	crisis
0.5839782686	offer
0.5836975054	great
0.5833689178	money
0.5833651191	resource
0.5832244721	smoking
0.5830711932	academic
0.5830373632	centre
0.5829883125	satisfied
0.5826762626	transport
0.5826762626	tackle
0.5826762626	handle
0.5824798354	view
0.5823887283	brought
0.5818793574	man
0.5813450331	years
0.5808359502	sporting
0.5807346210	media
0.5805326130	obtain
0.5805191321	restaurants
0.5802747101	professional
0.5800359036	poverty
0.5799766847	cameras
0.5792567598	car
0.5792245281	destroyed
0.5789726961	recommended
0.5789726961	urgent
0.5782848391	programs
0.5782164859	community
0.5781784920	write
0.5781056884	video
0.5779933455	protection
0.5779703926	final
0.5779381365	support
0.5778189819	working
0.5776864807	salary
0.5774479848	change
0.5771765878	study
0.5771400573	information
0.5767394660	worked
0.5766906032	success
0.5764479848	opportunities
0.5762940967	sports
0.5760748591	online
0.5760132755	advanced
0.5759181665	motivation
0.5758093808	single
0.5757590542	violent
0.5755993448	today's
0.5755228114	job
0.5749347596	early
0.5746373302	mentioned
0.5745966976	easy
0.5745926303	gender
0.5742900893	minutes
0.5740927003	apartment
0.5740714355	adverse
0.5740714355	status
0.5740714355	habitats
0.5740714355	influenced
0.5740714355	guide
0.5740714355	obstacles
0.5738162446	death
0.5737111271	activities
0.5735559293	values
0.5734914355	controlled
0.5732488430	country's
0.5731466673	children's
0.5730611763	cooperate
0.5725230183	cheap
0.5725230183	emotions
0.5724508131	build
0.5724056273	history
0.5723353167	reasons
0.5722177887	present
0.5721022777	choice
0.5719541030	rain
0.5719541030	heritage
0.5719050586	attract
0.5719050586	explain
0.5717474222	involved
0.5717052083	watch
0.5716499201	suffer
0.5716499201	capable
0.5715974632	extinction
0.5715974632	touch
0.5715557242	friendly
0.5713084769	spend
0.5710923443	friends
0.5710622797	respect
0.5710333394	improve
0.5709828976	taking
0.5709700529	perspective
0.5709400197	developed
0.5706408297	male
0.5705516842	concept
0.5705516842	youth
0.5704073885	magazines
0.5701177322	food
0.5698865100	problems
0.5697839167	bus
0.5697839167	atmosphere
0.5697683201	start
0.5697353627	playing
0.5696740885	highly
0.5696623038	culture
0.5696134647	subjects
0.5692283824	means
0.5691118455	equipped
0.5691118455	phenomenon
0.5691118455	occasions
0.5691118455	tremendous
0.5689600788	water
0.5686454232	preserve
0.5684267516	personal
0.5683608971	text
0.5683505657	activity
0.5682209493	class
0.5680632120	machines
0.5680540962	stand
0.5680540962	fundamental
0.5679195706	peaceful
0.5679120718	considered
0.5678291049	fast
0.5678233641	welfare
0.5678233641	restaurant
0.5674690491	usage
0.5674295407	healthy
0.5672268470	energy
0.5670702258	females
0.5670702258	optional
0.5669655070	knowledge
0.5669281336	world
0.5665294055	live
0.5664174426	toefl
0.5663679221	natural
0.5663158020	develop
0.5662358813	effective
0.5659297627	increasing
0.5654517609	benefit
0.5653167698	shows
0.5650800751	play
0.5648738585	disadvantages
0.5646880062	lifestyle
0.5646869422	planet
0.5646300345	controversial
0.5646107456	degree
0.5644475451	news
0.5641194041	libraries
0.5640578463	ensure
0.5640578463	popularity
0.5640578463	examples
0.5640374656	global
0.5639959722	deny
0.5639777643	sales
0.5634857152	bad
0.5633889490	teach
0.5633417987	friendship
0.5629735418	share
0.5628738018	teaching
0.5628662124	people's
0.5628053390	advertising
0.5627856604	medical
0.5627489790	business
0.5627311445	large
0.5626296428	ways
0.5623926708	condition
0.5622414950	market
0.5621504817	economy
0.5620891971	notion
0.5619417280	experience
0.5619348740	listen
